0.001000,10.000000,-0.020000
0.002000,9.999980,-0.039940
0.003000,9.999940,-0.059820
0.004000,9.999880,-0.079641
0.005000,9.999801,-0.099401
0.006000,9.999701,-0.119103
0.007000,9.999582,-0.138745
0.008000,9.999443,-0.158328
0.009000,9.999285,-0.177852
0.010000,9.999107,-0.197317
0.011000,9.998910,-0.216723
0.012000,9.998693,-0.236071
0.013000,9.998457,-0.255360
0.014000,9.998202,-0.274591
0.015000,9.997927,-0.293763
0.016000,9.997633,-0.312878
0.017000,9.997320,-0.331934
0.018000,9.996989,-0.350933
0.019000,9.996638,-0.369875
0.020000,9.996268,-0.388758
0.021000,9.995879,-0.407584
0.022000,9.995471,-0.426353
0.023000,9.995045,-0.445065
0.024000,9.994600,-0.463720
0.025000,9.994136,-0.482318
0.026000,9.993654,-0.500860
0.027000,9.993153,-0.519344
0.028000,9.992634,-0.537773
0.029000,9.992096,-0.556145
0.030000,9.991540,-0.574460
0.031000,9.990965,-0.592720
0.032000,9.990373,-0.610924
0.033000,9.989762,-0.629072
0.034000,9.989133,-0.647164
0.035000,9.988485,-0.665201
0.036000,9.987820,-0.683182
0.037000,9.987137,-0.701108
0.038000,9.986436,-0.718979
0.039000,9.985717,-0.736795
0.040000,9.984980,-0.754556
0.041000,9.984226,-0.772262
0.042000,9.983453,-0.789914
0.043000,9.982663,-0.807511
0.044000,9.981856,-0.825054
0.045000,9.981031,-0.842543
0.046000,9.980188,-0.859977
0.047000,9.979328,-0.877358
0.048000,9.978451,-0.894684
0.049000,9.977556,-0.911957
0.050000,9.976644,-0.929176
0.051000,9.975715,-0.946342
0.052000,9.974769,-0.963454
0.053000,9.973805,-0.980514
0.054000,9.972825,-0.997520
0.055000,9.971827,-1.014473
0.056000,9.970813,-1.031373
0.057000,9.969782,-1.048220
0.058000,9.968733,-1.065015
0.059000,9.967668,-1.081758
0.060000,9.966587,-1.098448
0.061000,9.965488,-1.115086
0.062000,9.964373,-1.131671
0.063000,9.963241,-1.148205
0.064000,9.962093,-1.164687
0.065000,9.960928,-1.181117
0.066000,9.959747,-1.197496
0.067000,9.958550,-1.213823
0.068000,9.957336,-1.230098
0.069000,9.956106,-1.246323
0.070000,9.954860,-1.262496
0.071000,9.953597,-1.278618
0.072000,9.952318,-1.294689
0.073000,9.951024,-1.310710
0.074000,9.949713,-1.326680
0.075000,9.948386,-1.342599
0.076000,9.947044,-1.358468
0.077000,9.945685,-1.374287
0.078000,9.944311,-1.390055
0.079000,9.942921,-1.405774
0.080000,9.941515,-1.421442
0.081000,9.940094,-1.437061
0.082000,9.938657,-1.452630
0.083000,9.937204,-1.468150
0.084000,9.935736,-1.483620
0.085000,9.934252,-1.499040
0.086000,9.932753,-1.514412
0.087000,9.931239,-1.529734
0.088000,9.929709,-1.545007
0.089000,9.928164,-1.560231
0.090000,9.926604,-1.575407
0.091000,9.925028,-1.590534
0.092000,9.923438,-1.605613
0.093000,9.921832,-1.620643
0.094000,9.920212,-1.635624
0.095000,9.918576,-1.650558
0.096000,9.916926,-1.665443
0.097000,9.915260,-1.680281
0.098000,9.913580,-1.695071
0.099000,9.911885,-1.709813
0.100000,9.910175,-1.724507
0.101000,9.908450,-1.739154
0.102000,9.906711,-1.753753
0.103000,9.904957,-1.768305
0.104000,9.903189,-1.782810
0.105000,9.901406,-1.797268
0.106000,9.899609,-1.811679
0.107000,9.897797,-1.826043
0.108000,9.895971,-1.840361
0.109000,9.894131,-1.854632
0.110000,9.892276,-1.868856
0.111000,9.890408,-1.883034
0.112000,9.888524,-1.897166
0.113000,9.886627,-1.911251
0.114000,9.884716,-1.925291
0.115000,9.882791,-1.939284
0.116000,9.880852,-1.953232
0.117000,9.878898,-1.967134
0.118000,9.876931,-1.980991
0.119000,9.874950,-1.994801
0.120000,9.872955,-2.008567
0.121000,9.870947,-2.022287
0.122000,9.868924,-2.035962
0.123000,9.866889,-2.049592
0.124000,9.864839,-2.063177
0.125000,9.862776,-2.076717
0.126000,9.860699,-2.090213
0.127000,9.858609,-2.103663
0.128000,9.856505,-2.117070
0.129000,9.854388,-2.130431
0.130000,9.852258,-2.143749
0.131000,9.850114,-2.157022
0.132000,9.847957,-2.170251
0.133000,9.845787,-2.183437
0.134000,9.843603,-2.196578
0.135000,9.841407,-2.209675
0.136000,9.839197,-2.222729
0.137000,9.836974,-2.235739
0.138000,9.834738,-2.248706
0.139000,9.832490,-2.261629
0.140000,9.830228,-2.274509
0.141000,9.827954,-2.287346
0.142000,9.825666,-2.300140
0.143000,9.823366,-2.312891
0.144000,9.821053,-2.325599
0.145000,9.818728,-2.338265
0.146000,9.816389,-2.350887
0.147000,9.814039,-2.363467
0.148000,9.811675,-2.376005
0.149000,9.809299,-2.388500
0.150000,9.806911,-2.400953
0.151000,9.804510,-2.413364
0.152000,9.802096,-2.425733
0.153000,9.799670,-2.438060
0.154000,9.797232,-2.450345
0.155000,9.794782,-2.462589
0.156000,9.792319,-2.474791
0.157000,9.789845,-2.486951
0.158000,9.787358,-2.499070
0.159000,9.784859,-2.511147
0.160000,9.782348,-2.523184
0.161000,9.779824,-2.535179
0.162000,9.777289,-2.547133
0.163000,9.774742,-2.559046
0.164000,9.772183,-2.570918
0.165000,9.769612,-2.582750
0.166000,9.767029,-2.594541
0.167000,9.764435,-2.606291
0.168000,9.761828,-2.618001
0.169000,9.759210,-2.629671
0.170000,9.756581,-2.641300
0.171000,9.753940,-2.652890
0.172000,9.751287,-2.664439
0.173000,9.748622,-2.675948
0.174000,9.745946,-2.687418
0.175000,9.743259,-2.698847
0.176000,9.740560,-2.710237
0.177000,9.737850,-2.721588
0.178000,9.735128,-2.732899
0.179000,9.732395,-2.744170
0.180000,9.729651,-2.755402
0.181000,9.726896,-2.766595
0.182000,9.724129,-2.777749
0.183000,9.721351,-2.788864
0.184000,9.718562,-2.799941
0.185000,9.715763,-2.810978
0.186000,9.712952,-2.821976
0.187000,9.710130,-2.832936
0.188000,9.707297,-2.843858
0.189000,9.704453,-2.854741
0.190000,9.701598,-2.865586
0.191000,9.698732,-2.876392
0.192000,9.695856,-2.887160
0.193000,9.692969,-2.897891
0.194000,9.690071,-2.908583
0.195000,9.687162,-2.919237
0.196000,9.684243,-2.929854
0.197000,9.681313,-2.940433
0.198000,9.678373,-2.950974
0.199000,9.675422,-2.961478
0.200000,9.672460,-2.971944
0.201000,9.669489,-2.982373
0.202000,9.666506,-2.992765
0.203000,9.663513,-3.003120
0.204000,9.660510,-3.013438
0.205000,9.657497,-3.023718
0.206000,9.654473,-3.033962
0.207000,9.651439,-3.044169
0.208000,9.648395,-3.054340
0.209000,9.645341,-3.064473
0.210000,9.642276,-3.074571
0.211000,9.639202,-3.084631
0.212000,9.636117,-3.094656
0.213000,9.633022,-3.104644
0.214000,9.629918,-3.114596
0.215000,9.626803,-3.124512
0.216000,9.623679,-3.134392
0.217000,9.620544,-3.144237
0.218000,9.617400,-3.154045
0.219000,9.614246,-3.163818
0.220000,9.611082,-3.173555
0.221000,9.607908,-3.183256
0.222000,9.604725,-3.192922
0.223000,9.601532,-3.202553
0.224000,9.598330,-3.212148
0.225000,9.595118,-3.221709
0.226000,9.591896,-3.231234
0.227000,9.588665,-3.240724
0.228000,9.585424,-3.250179
0.229000,9.582174,-3.259599
0.230000,9.578914,-3.268985
0.231000,9.575645,-3.278336
0.232000,9.572367,-3.287652
0.233000,9.569079,-3.296934
0.234000,9.565782,-3.306181
