0.000000,10.000000,10.000000
0.010000,9.700000,10.400000
0.020000,9.370200,10.784800
0.030000,9.015557,11.148269
0.040000,8.641567,11.484452
0.050000,8.254040,11.787821
0.060000,7.858852,12.053523
0.070000,7.461703,12.277581
0.080000,7.067905,12.457042
0.090000,6.682207,12.590072
0.100000,6.308667,12.675962
0.110000,5.950589,12.715088
0.120000,5.610508,12.708806
0.130000,5.290215,12.659306
0.140000,4.990825,12.569452
0.150000,4.712864,12.442604
0.160000,4.456361,12.282451
0.170000,4.220956,12.092854
0.180000,4.005989,11.877717
0.190000,3.810588,11.640874
0.200000,3.633743,11.386007
0.210000,3.474367,11.116585
0.220000,3.331342,10.835821
0.230000,3.203558,10.546650
0.240000,3.089939,10.251719
0.250000,2.989462,9.953388
0.260000,2.901172,9.653737
0.270000,2.824183,9.354585
0.280000,2.757685,9.057500
0.290000,2.700945,8.763827
0.300000,2.653305,8.474704
0.310000,2.614177,8.191081
0.320000,2.583040,7.913746
0.330000,2.559438,7.643336
0.340000,2.542972,7.380363
0.350000,2.533299,7.125221
0.360000,2.530127,6.878211
0.370000,2.533208,6.639546
0.380000,2.542340,6.409367
0.390000,2.557355,6.187753
0.400000,2.578127,5.974730
0.410000,2.604560,5.770283
0.420000,2.636589,5.574356
0.430000,2.674177,5.386868
0.440000,2.717315,5.207710
0.450000,2.766018,5.036757
0.460000,2.820321,4.873870
0.470000,2.880285,4.718896
0.480000,2.945987,4.571680
0.490000,3.017525,4.432060
0.500000,3.095013,4.299875
0.510000,3.178583,4.174964
0.520000,3.268379,4.057171
0.530000,3.364561,3.946345
0.540000,3.467304,3.842341
0.550000,3.576789,3.745026
0.560000,3.693213,3.654277
0.570000,3.816777,3.569980
0.580000,3.947694,3.492040
0.590000,4.086177,3.420372
0.600000,4.232447,3.354912
0.610000,4.386723,3.295612
0.620000,4.549225,3.242445
0.630000,4.720164,3.195405
0.640000,4.899748,3.154509
0.650000,5.088167,3.119801
0.660000,5.285598,3.091354
0.670000,5.492193,3.069269
0.680000,5.708077,3.053683
0.690000,5.933335,3.044769
0.700000,6.168012,3.042739
0.710000,6.412097,3.047851
0.720000,6.665512,3.060411
0.730000,6.928106,3.080778
0.740000,7.199634,3.109371
0.750000,7.479745,3.146672
0.760000,7.767964,3.193235
0.770000,8.063672,3.249690
0.780000,8.366085,3.316753
0.790000,8.674229,3.395231
0.800000,8.986914,3.486027
0.810000,9.302712,3.590151
0.820000,9.619921,3.708724
0.830000,9.936539,3.842977
0.840000,10.250238,3.994257
0.850000,10.558333,4.164022
0.860000,10.857765,4.353832
0.870000,11.145080,4.565331
0.880000,11.416426,4.800221
0.890000,11.667562,5.060222
0.900000,11.893887,5.347013
0.910000,12.090491,5.662160
0.920000,12.252243,6.007013
0.930000,12.373906,6.382586
0.940000,12.450304,6.789406
0.950000,12.476523,7.227344
0.960000,12.448159,7.695424
0.970000,12.361591,8.191637
0.980000,12.214286,8.712756
0.990000,12.005085,9.254192
1.000000,11.734468,9.809914
1.010000,11.404739,10.372460
1.020000,11.020119,10.933064
1.030000,10.586691,11.481917
1.040000,10.112204,12.008557
1.050000,9.605728,12.502373
1.060000,9.077185,12.953175
1.070000,8.536805,13.351768
1.080000,7.994566,13.690477
1.090000,7.459692,13.963542
1.100000,6.940233,14.167367
1.110000,6.442801,14.300573
1.120000,5.972440,14.363896
1.130000,5.532635,14.359938
1.140000,5.125437,14.292824
1.150000,4.751648,14.167825
1.160000,4.411058,13.990960
1.170000,4.102683,13.768652
1.180000,3.824986,13.507417
1.190000,3.576079,13.213629
1.200000,3.353874,12.893341
1.210000,3.156219,12.552167
1.220000,2.980981,12.195211
1.230000,2.826112,11.827035
1.240000,2.689695,11.451658
1.250000,2.569959,11.072573
1.260000,2.465295,10.692779
1.270000,2.374258,10.314821
1.280000,2.295555,9.940832
1.290000,2.228047,9.572580
1.300000,2.170728,9.211507
1.310000,2.122723,8.858773
1.320000,2.083266,8.515294
1.330000,2.051698,8.181772
1.340000,2.027452,7.858731
1.350000,2.010042,7.546539
1.360000,1.999056,7.245436
1.370000,1.994150,6.955550
1.380000,1.995036,6.676921
1.390000,2.001482,6.409513
1.400000,2.013300,6.153227
1.410000,2.030348,5.907916
1.420000,2.052521,5.673393
1.430000,2.079750,5.449437
1.440000,2.111998,5.235805
1.450000,2.149258,5.032237
1.460000,2.191550,4.838458
1.470000,2.238921,4.654188
1.480000,2.291442,4.479141
1.490000,2.349206,4.313029
1.500000,2.412329,4.155569
1.510000,2.480946,4.006481
1.520000,2.555213,3.865491
1.530000,2.635307,3.732333
1.540000,2.721420,3.606751
1.550000,2.813764,3.488501
1.560000,2.912570,3.377349
1.570000,3.018082,3.273076
1.580000,3.130563,3.175475
1.590000,3.250293,3.084357
1.600000,3.377562,2.999546
1.610000,3.512680,2.920885
1.620000,3.655966,2.848233
1.630000,3.807754,2.781470
1.640000,3.968385,2.720493
1.650000,4.138212,2.665223
1.660000,4.317594,2.615602
1.670000,4.506895,2.571597
