1000,914.995704
1100,1049.744296
1200,1116.308000
1300,1180.796148
1400,1248.075407
1500,1331.615407
1600,1450.455407
1700,1529.682074
1800,1610.578370
1900,1752.410667
2000,1796.846815
2100,2026.249630
2200,2280.217778
2300,2379.915111
2400,2465.943407
2500,2612.401333
2600,2727.641481
2700,2650.089037
2800,2806.269481
2900,2756.626815
3000,2745.227407
3100,2987.198370
3200,3227.633926
3300,3075.723259
3400,3237.900593
3500,3371.215111
3600,3553.568000
3700,3780.353037
3800,3766.278815
3900,3861.198815
4000,3867.249185
4100,4137.591556
4200,3949.557630
4300,4173.247704
4400,4044.825037
4500,4099.643407
4600,4460.569630
4700,4394.745630
4800,4544.566667
4900,4448.652741
5000,4863.950963
5100,5083.839704
5200,4812.942074
5300,5372.067852
5400,5756.100741
5500,5714.696148
5600,6022.016444
5700,5761.684593
5800,6123.361481
5900,5600.849333
6000,5451.556444
6100,5927.769333
6200,5859.601630
6300,6062.544593
6400,5746.261333
6500,6144.629185
6600,6150.762667
6700,6362.296000
6800,6324.302519
6800,6325.213630
7000,6880.028593
7100,6876.198222
7200,6745.990519
7300,6743.739704
7400,7524.782074
7500,7702.389037
7600,7974.793630
7700,7671.289481
7800,7750.564296
7900,7081.458519
8000,7302.474074
8100,7764.338963
8200,7492.420444
8300,7715.382667
8400,8331.785926
8500,8336.662370
8600,8596.222963
8700,8845.443259
8800,8296.275852
8900,9065.507111
9000,8833.281778
9100,8695.817481
9200,9341.111111
9300,9615.159852
9400,9645.052444
9500,10241.720889
9600,9678.620593
9700,10103.584000
9800,10288.160444
9900,9886.876148
10000,9290.056444
