0.000000,0.100000,0.000000,0.000000,0.100000,0.010000
0.005000,0.100000,0.000501,0.001005,0.100000,0.010001
0.010000,0.100005,0.001002,0.002010,0.099990,0.010002
0.015000,0.100015,0.001504,0.003015,0.099970,0.010003
0.020000,0.100030,0.002005,0.004020,0.099940,0.010004
0.025000,0.100050,0.002506,0.005024,0.099900,0.010005
0.030000,0.100076,0.003006,0.006028,0.099850,0.010006
0.035000,0.100106,0.003507,0.007031,0.099790,0.010007
0.040000,0.100141,0.004007,0.008034,0.099720,0.010009
0.045000,0.100181,0.004507,0.009037,0.099640,0.010010
0.050000,0.100227,0.005006,0.010038,0.099550,0.010011
0.055000,0.100277,0.005505,0.011038,0.099450,0.010012
0.060000,0.100332,0.006004,0.012038,0.099341,0.010013
0.065000,0.100393,0.006502,0.013036,0.099221,0.010015
0.070000,0.100458,0.006999,0.014033,0.099091,0.010016
0.075000,0.100528,0.007496,0.015029,0.098951,0.010017
0.080000,0.100604,0.007992,0.016024,0.098802,0.010019
0.085000,0.100684,0.008487,0.017017,0.098642,0.010020
0.090000,0.100769,0.008982,0.018008,0.098473,0.010021
0.095000,0.100859,0.009475,0.018998,0.098294,0.010023
0.100000,0.100955,0.009968,0.019986,0.098105,0.010024
0.105000,0.101055,0.010460,0.020972,0.097906,0.010025
0.110000,0.101160,0.010950,0.021955,0.097697,0.010027
0.115000,0.101270,0.011440,0.022937,0.097479,0.010028
0.120000,0.101385,0.011929,0.023917,0.097251,0.010030
0.125000,0.101505,0.012416,0.024894,0.097013,0.010031
0.130000,0.101630,0.012903,0.025869,0.096765,0.010033
0.135000,0.101759,0.013388,0.026842,0.096508,0.010034
0.140000,0.101894,0.013871,0.027812,0.096241,0.010036
0.145000,0.102033,0.014354,0.028779,0.095964,0.010037
0.150000,0.102178,0.014835,0.029743,0.095677,0.010039
0.155000,0.102327,0.015314,0.030705,0.095382,0.010040
0.160000,0.102481,0.015792,0.031664,0.095076,0.010042
0.165000,0.102639,0.016269,0.032619,0.094761,0.010044
0.170000,0.102803,0.016744,0.033571,0.094436,0.010045
0.175000,0.102971,0.017217,0.034520,0.094102,0.010047
0.180000,0.103144,0.017689,0.035466,0.093759,0.010049
0.185000,0.103322,0.018159,0.036409,0.093406,0.010050
0.190000,0.103504,0.018627,0.037347,0.093044,0.010052
0.195000,0.103692,0.019094,0.038282,0.092672,0.010054
0.200000,0.103883,0.019558,0.039214,0.092291,0.010055
0.205000,0.104080,0.020021,0.040141,0.091901,0.010057
0.210000,0.104281,0.020481,0.041065,0.091502,0.010059
0.215000,0.104487,0.020940,0.041984,0.091093,0.010061
0.220000,0.104698,0.021397,0.042900,0.090675,0.010062
0.225000,0.104913,0.021851,0.043811,0.090248,0.010064
0.230000,0.105132,0.022303,0.044718,0.089813,0.010066
0.235000,0.105356,0.022754,0.045621,0.089368,0.010068
0.240000,0.105585,0.023202,0.046519,0.088914,0.010070
0.245000,0.105818,0.023647,0.047413,0.088451,0.010071
0.250000,0.106056,0.024091,0.048301,0.087979,0.010073
0.255000,0.106298,0.024532,0.049186,0.087498,0.010075
0.260000,0.106544,0.024970,0.050065,0.087009,0.010077
0.265000,0.106795,0.025406,0.050939,0.086511,0.010079
0.270000,0.107051,0.025840,0.051809,0.086004,0.010081
0.275000,0.107310,0.026271,0.052673,0.085489,0.010083
0.280000,0.107574,0.026700,0.053532,0.084964,0.010085
0.285000,0.107843,0.027125,0.054386,0.084432,0.010087
0.290000,0.108115,0.027549,0.055235,0.083891,0.010089
0.295000,0.108392,0.027969,0.056078,0.083341,0.010090
0.300000,0.108673,0.028387,0.056915,0.082783,0.010092
0.305000,0.108959,0.028802,0.057747,0.082217,0.010094
0.310000,0.109248,0.029214,0.058574,0.081642,0.010096
0.315000,0.109542,0.029623,0.059394,0.081059,0.010098
0.320000,0.109839,0.030030,0.060209,0.080468,0.010100
0.325000,0.110141,0.030433,0.061018,0.079869,0.010102
0.330000,0.110447,0.030833,0.061820,0.079262,0.010104
0.335000,0.110757,0.031231,0.062617,0.078647,0.010106
0.340000,0.111071,0.031625,0.063407,0.078024,0.010108
0.345000,0.111389,0.032016,0.064191,0.077393,0.010110
0.350000,0.111710,0.032404,0.064969,0.076754,0.010112
0.355000,0.112036,0.032789,0.065741,0.076108,0.010114
0.360000,0.112366,0.033170,0.066505,0.075454,0.010116
0.365000,0.112699,0.033548,0.067264,0.074792,0.010118
0.370000,0.113036,0.033923,0.068015,0.074123,0.010120
0.375000,0.113377,0.034295,0.068760,0.073446,0.010122
0.380000,0.113722,0.034663,0.069499,0.072762,0.010124
0.385000,0.114070,0.035028,0.070230,0.072070,0.010126
0.390000,0.114422,0.035389,0.070954,0.071372,0.010128
0.395000,0.114778,0.035747,0.071671,0.070666,0.010130
0.400000,0.115137,0.036101,0.072382,0.069953,0.010132
0.405000,0.115500,0.036451,0.073085,0.069232,0.010134
0.410000,0.115866,0.036798,0.073780,0.068505,0.010136
