0.000000,0.100000,0.000000,0.000000,0.100000,0.010000
0.001000,0.100000,0.000100,0.000200,0.100000,0.010000
0.002000,0.100000,0.000200,0.000400,0.100000,0.010000
0.003000,0.100001,0.000300,0.000601,0.099999,0.010000
0.004000,0.100001,0.000400,0.000801,0.099998,0.010000
0.005000,0.100002,0.000500,0.001001,0.099996,0.010000
0.006000,0.100003,0.000600,0.001201,0.099994,0.010000
0.007000,0.100004,0.000700,0.001401,0.099992,0.010000
0.008000,0.100006,0.000800,0.001602,0.099989,0.010000
0.009000,0.100007,0.000900,0.001802,0.099986,0.010000
0.010000,0.100009,0.001000,0.002002,0.099982,0.010000
0.011000,0.100011,0.001100,0.002202,0.099978,0.010000
0.012000,0.100013,0.001201,0.002402,0.099974,0.010000
0.013000,0.100016,0.001301,0.002602,0.099969,0.010001
0.014000,0.100018,0.001401,0.002803,0.099964,0.010001
0.015000,0.100021,0.001501,0.003003,0.099958,0.010001
0.016000,0.100024,0.001601,0.003203,0.099952,0.010001
0.017000,0.100027,0.001701,0.003403,0.099946,0.010001
0.018000,0.100031,0.001801,0.003603,0.099939,0.010001
0.019000,0.100034,0.001901,0.003803,0.099932,0.010001
0.020000,0.100038,0.002001,0.004003,0.099924,0.010001
0.021000,0.100042,0.002101,0.004203,0.099916,0.010001
0.022000,0.100046,0.002200,0.004403,0.099908,0.010001
0.023000,0.100051,0.002300,0.004603,0.099899,0.010001
0.024000,0.100055,0.002400,0.004803,0.099890,0.010001
0.025000,0.100060,0.002500,0.005003,0.099880,0.010001
0.026000,0.100065,0.002600,0.005203,0.099870,0.010001
0.027000,0.100070,0.002700,0.005403,0.099860,0.010001
0.028000,0.100076,0.002800,0.005603,0.099849,0.010001
0.029000,0.100081,0.002900,0.005803,0.099838,0.010001
0.030000,0.100087,0.003000,0.006003,0.099826,0.010001
0.031000,0.100093,0.003100,0.006203,0.099814,0.010001
0.032000,0.100099,0.003200,0.006402,0.099802,0.010001
0.033000,0.100106,0.003299,0.006602,0.099789,0.010001
0.034000,0.100112,0.003399,0.006802,0.099776,0.010001
0.035000,0.100119,0.003499,0.007002,0.099762,0.010001
0.036000,0.100126,0.003599,0.007201,0.099748,0.010002
0.037000,0.100133,0.003699,0.007401,0.099734,0.010002
0.038000,0.100141,0.003799,0.007601,0.099719,0.010002
0.039000,0.100148,0.003898,0.007800,0.099704,0.010002
0.040000,0.100156,0.003998,0.008000,0.099688,0.010002
0.041000,0.100164,0.004098,0.008200,0.099672,0.010002
0.042000,0.100172,0.004198,0.008399,0.099656,0.010002
0.043000,0.100181,0.004297,0.008599,0.099639,0.010002
0.044000,0.100189,0.004397,0.008798,0.099622,0.010002
0.045000,0.100198,0.004497,0.008998,0.099604,0.010002
0.046000,0.100207,0.004596,0.009197,0.099586,0.010002
0.047000,0.100216,0.004696,0.009396,0.099568,0.010002
0.048000,0.100226,0.004795,0.009596,0.099549,0.010002
0.049000,0.100235,0.004895,0.009795,0.099530,0.010002
0.050000,0.100245,0.004995,0.009994,0.099510,0.010002
0.051000,0.100255,0.005094,0.010194,0.099490,0.010002
0.052000,0.100265,0.005194,0.010393,0.099470,0.010002
0.053000,0.100276,0.005293,0.010592,0.099449,0.010002
0.054000,0.100286,0.005393,0.010791,0.099428,0.010002
0.055000,0.100297,0.005492,0.010990,0.099407,0.010002
0.056000,0.100308,0.005592,0.011189,0.099385,0.010002
0.057000,0.100319,0.005691,0.011388,0.099362,0.010003
0.058000,0.100331,0.005791,0.011587,0.099339,0.010003
0.059000,0.100342,0.005890,0.011786,0.099316,0.010003
0.060000,0.100354,0.005989,0.011985,0.099293,0.010003
0.061000,0.100366,0.006089,0.012183,0.099269,0.010003
0.062000,0.100378,0.006188,0.012382,0.099244,0.010003
0.063000,0.100391,0.006287,0.012581,0.099220,0.010003
0.064000,0.100403,0.006387,0.012779,0.099195,0.010003
0.065000,0.100416,0.006486,0.012978,0.099169,0.010003
0.066000,0.100429,0.006585,0.013177,0.099143,0.010003
0.067000,0.100442,0.006684,0.013375,0.099117,0.010003
0.068000,0.100456,0.006783,0.013574,0.099090,0.010003
0.069000,0.100469,0.006882,0.013772,0.099063,0.010003
0.070000,0.100483,0.006982,0.013970,0.099035,0.010003
0.071000,0.100497,0.007081,0.014168,0.099008,0.010003
0.072000,0.100511,0.007180,0.014367,0.098979,0.010003
0.073000,0.100526,0.007279,0.014565,0.098951,0.010003
0.074000,0.100540,0.007378,0.014763,0.098921,0.010003
0.075000,0.100555,0.007477,0.014961,0.098892,0.010003
0.076000,0.100570,0.007576,0.015159,0.098862,0.010003
0.077000,0.100585,0.007675,0.015357,0.098832,0.010004
0.078000,0.100600,0.007773,0.015555,0.098801,0.010004
0.079000,0.100616,0.007872,0.015753,0.098770,0.010004
0.080000,0.100632,0.007971,0.015950,0.098739,0.010004
0.081000,0.100648,0.008070,0.016148,0.098707,0.010004
0.082000,0.100664,0.008169,0.016346,0.098674,0.010004
0.083000,0.100680,0.008267,0.016543,0.098642,0.010004
0.084000,0.100697,0.008366,0.016741,0.098609,0.010004
0.085000,0.100713,0.008465,0.016938,0.098575,0.010004
0.086000,0.100730,0.008563,0.017135,0.098541,0.010004
0.087000,0.100748,0.008662,0.017333,0.098507,0.010004
0.088000,0.100765,0.008761,0.017530,0.098473,0.010004
0.089000,0.100782,0.008859,0.017727,0.098438,0.010004
0.090000,0.100800,0.008958,0.017924,0.098402,0.010004
0.091000,0.100818,0.009056,0.018121,0.098366,0.010004
0.092000,0.100836,0.009154,0.018318,0.098330,0.010004
0.093000,0.100855,0.009253,0.018515,0.098293,0.010004
0.094000,0.100873,0.009351,0.018712,0.098256,0.010004
0.095000,0.100892,0.009449,0.018908,0.098219,0.010005
0.096000,0.100911,0.009548,0.019105,0.098181,0.010005
0.097000,0.100930,0.009646,0.019302,0.098143,0.010005
0.098000,0.100949,0.009744,0.019498,0.098105,0.010005
0.099000,0.100969,0.009842,0.019694,0.098066,0.010005
0.100000,0.100988,0.009940,0.019891,0.098026,0.010005
0.101000,0.101008,0.010038,0.020087,0.097987,0.010005
0.102000,0.101028,0.010137,0.020283,0.097946,0.010005
0.103000,0.101049,0.010235,0.020479,0.097906,0.010005
0.104000,0.101069,0.010332,0.020675,0.097865,0.010005
0.105000,0.101090,0.010430,0.020871,0.097824,0.010005
